"","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"432",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,442,77,2014,25.4,9,1018.4,10,15.1,28.9,35.1,19,0.03,0,0,0.537946428571429
"433",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,443,78,2014,46.3,44.7,1001.5,1.7,13.8,28,55.4,39.9,1.22,0,1,0.207589285714286
"434",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,444,79,2014,41.2,35.6,1023.4,8.9,13.7,27,48,34,0,0,0,0.415178571428571
"435",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,445,80,2014,29.5,18.3,1024.3,9.5,7.1,26,36,25,0,0,0,0.328125
"436",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,446,81,2014,26.3,14,1032.2,9.1,16.4,28,30.2,21,0,0,0,0.477678571428571
"437",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,447,82,2014,39.3,28.2,1010.6,9.6,14,28,44.1,35.1,0,0,0,0.546875
"438",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,448,83,2014,38.1,27.9,1013.6,9.7,11.2,31.1,50,23,0,0,0,0.332589285714286
"439",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,449,84,2014,32.2,27.9,990.4,3.9,14.7,28.9,48.2,21,0.6,0,1,0.448660714285714
"440",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,450,85,2014,41.7,37.6,1009.6,6.3,14.9,28,46,37,0.4,0,1,0.631696428571429
"441",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,451,86,2014,27.4,8,1017.9,10,13.4,31.1,36,21.9,0,0,0,0.453125
"442",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,452,87,2014,28.4,8.6,1022.3,10,18.2,35,34,23,0,0,0,0.433035714285714
"443",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,453,88,2014,27.3,20.3,1017.2,5.8,11.2,32.1,33.8,21,0,0,1,0.214285714285714
"444",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,454,89,2014,37.8,35.3,1005.3,6.1,21.3,38.1,39.9,36,0.29,0,0,0.479910714285714
"445",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,455,90,2014,30.8,22.2,1001.4,4.7,28,71.1,34,26.6,0,0,1,0.488839285714286
"446",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,456,91,2014,49.5,43.2,1007.7,10,5.6,999.9,57.9,34,0,0,0,0.256696428571429
"447",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,457,92,2014,39.3,28.6,1019.1,10,5.6,999.9,48,32,0,0,0,0.390625
"448",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,458,93,2014,43.1,36.9,1022.3,10,6.2,999.9,53.1,34,0,0,0,0.395089285714286
"449",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,459,94,2014,50.1,40.8,1019.1,8.5,8.6,999.9,64,43,0,0,0,0.522321428571429
"450",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,460,95,2014,45.7,35.3,1023.5,10,5.9,18.1,59,34,0,0,0,0.404017857142857
"451",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,461,96,2014,47,40.4,1023.8,9.3,8.8,20,64,39,0,0,1,0.308035714285714
"452",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,462,97,2014,42.4,36.2,1012.5,9.9,4.8,17.1,50,36,0.37,0,0,0.234375
"453",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,463,98,2014,40,30.2,1019.1,10,7.7,20,48,33.1,0,0,0,0.620535714285714
"454",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,464,99,2014,40.4,32,1032.7,9.9,9.1,21,46,35.1,0,0,0,0.339285714285714
"455",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,465,100,2014,42,33.9,1022.6,10,7.4,22,48.9,35.1,0,0,0,0.421875
"456",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,466,101,2014,41.6,28.9,1019.5,9.9,8.8,999.9,57,28,0,0,0,0.671875
"457",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,467,102,2014,49,32.3,1013.4,10,10.5,22.9,57,43,0,0,0,0.609375
"458",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,468,103,2014,43.5,36.5,1030.7,9.8,12.3,24.1,46,41,0.01,0,0,0.685267857142857
"459",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,469,104,2014,40.9,30.9,1018.5,10,8.4,20,48.9,33.1,0,0,0,0.553571428571429
"460",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,470,105,2014,41.1,25.3,1017.6,10,12.5,22.9,46.9,35.1,0,0,0,0.3125
"461",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,471,106,2014,49.5,45.4,998,9.2,8.6,29.9,57.9,43,0.01,0,0,0.428571428571429
"462",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,472,107,2014,46.8,36.1,1002.5,9.6,10,22.9,57,42.1,0.45,0,0,0.560267857142857
"463",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,473,108,2014,48,40.6,1017.8,8.8,13.4,21,53.1,44.1,0,0,0,0.591517857142857
"464",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,109,2014,52.2,47.8,1019.3,7,14.4,22.9,57.9,39,0,0,0,0.379464285714286
"465",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,475,110,2014,44.2,31.2,1030.4,10,9.2,21,59,34,0,0,0,0.109375
"466",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,476,111,2014,44.9,36.6,1009.1,9.4,12.2,26,55,42.1,0,0,0,0.455357142857143
"467",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,477,112,2014,44.8,39.6,1008.7,7.7,13.8,25.1,50,41,0.03,0,1,0.526785714285714
"468",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,478,113,2014,46.5,37.2,1016.1,10,13.7,24.1,52,41,0.01,0,0,0.564732142857143
"469",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,479,114,2014,37.5,23.8,1037.9,10,15.2,28.9,53.1,34,0.67,0,0,0.366071428571429
"470",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,480,115,2014,44.2,36,1028.1,10,16.5,28,46.9,42.1,0,0,0,0.470982142857143
"471",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,481,116,2014,52.6,48,1013.3,6.6,16,32.1,57.9,48.9,0,0,0,0.241071428571429
"472",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,482,117,2014,47.7,45.8,1003.5,1.9,14.7,29.9,52,44.1,0.7,0,1,0.584821428571429
"473",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,483,118,2014,42.9,32.6,1021.9,7.9,19.2,46,57.9,35.1,0.71,0,0,0.504464285714286
"474",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,484,119,2014,37.1,29.8,1015.3,9.3,17.6,35.9,42.8,33.8,0.03,0,0,0.457589285714286
"475",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,485,120,2014,49.6,28.7,1002.9,10,19.1,34,57,44.1,0.12,0,0,0.540178571428571
"476",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486,121,2014,53.7,44.4,1018.2,10,5.4,999.9,59,48,0,0,0,0.285714285714286
"477",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,487,122,2014,49.7,42.2,1019.4,10,5.7,999.9,57.9,41,0,0,0,0.683035714285714
"478",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,488,123,2014,56.3,47.6,1014.9,10,6,999.9,68,45,0,0,0,0.515625
"479",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,489,124,2014,52.2,40.5,1011.1,9.6,5.7,999.9,59,46.9,0.01,0,0,0.493303571428571
"480",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,490,125,2014,51.6,38.3,1019.8,10,6.8,999.9,60.1,46,0,0,0,0.578125
"481",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,491,126,2014,52,43.4,1022.3,9.6,7.5,999.9,62.1,46,0,0,0,0.5625
"482",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,492,127,2014,54.9,48.6,1012.4,10,7.3,15.9,62.1,50,0.02,0,0,0.705357142857143
"483",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,493,128,2014,50.9,41.1,1010.3,9.1,6.4,999.9,61,41,0.01,0,0,0.549107142857143
"484",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,494,129,2014,50.3,46.2,1013.1,8.6,6,999.9,57,46,0,0,1,0.555803571428571
"485",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,495,130,2014,57.8,46.2,1018.5,9.8,9.1,17.1,70,48.9,0.23,0,0,0.529017857142857
"486",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,496,131,2014,51.5,44.5,1022.6,8.7,6.7,999.9,55.9,44.6,0,0,1,0.535714285714286
"487",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,497,132,2014,53.7,40,1005.8,10,10.2,22.9,61,48,0,0,0,0.611607142857143
"488",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,498,133,2014,54.8,49.9,1015.2,7.1,11.1,20,57.9,51.8,0,0,1,0.457589285714286
"489",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,499,134,2014,51.9,44.7,1006.4,6.4,10.2,999.9,61,46.4,0.21,0,1,0.790178571428571
"490",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,135,2014,56.7,51.1,1015.3,9.6,10.3,19,63,51.1,0,0,0,0.198660714285714
"491",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,501,136,2014,56.5,46.1,1017.6,9.8,8.5,20,63,50,0.43,0,0,0.363839285714286
"492",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,502,137,2014,58.3,52.8,1021.6,9.1,11.8,22,64.9,54,0,0,0,0.794642857142857
"493",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,503,138,2014,57.8,51.8,1026,10,9.6,20,64.9,53.6,0,0,0,0.703125
"494",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,504,139,2014,51.2,44.3,1026.5,10,9.8,999.9,59,45,0,0,0,0.65625
"495",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,505,140,2014,56.9,41.8,1016.9,10,9,22,63,48.9,0,0,0,0.508928571428571
"496",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,506,141,2014,61.1,52.9,1011,9.5,10,20,75,52,0.02,0,0,0.671875
"497",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,507,142,2014,52,42.7,1021.9,10,11.2,22.9,59,46.4,0.01,0,0,0.712053571428571
"498",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,508,143,2014,50.3,48.3,1016.6,3.2,13.3,24.1,55.4,44.1,0.35,0,1,0.683035714285714
"499",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,509,144,2014,58.3,49.5,1013.2,8.6,12.6,24.1,66,53.1,0.24,0,0,0.535714285714286
"500",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,510,145,2014,57.7,54.1,1016,5.8,12.5,25.1,62.6,51.1,0.26,0,1,0.613839285714286
"501",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,511,146,2014,56.4,45.7,1015.4,9.9,10.4,28.9,64,51.1,0.11,0,0,0.683035714285714
"502",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,512,147,2014,51.4,42.6,1005.1,9.8,12.8,28,57,46.9,0.02,0,0,0.238839285714286
"503",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,513,148,2014,51.8,43.8,1022,10,14.1,28,57,46.9,0,0,0,0.482142857142857
"504",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,514,149,2014,51.1,48.4,1012.8,2.6,15.2,32.1,53.1,48.2,0,0,1,0.433035714285714
"505",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,515,150,2014,53.9,46.5,1019.1,10,12.4,33,60.8,48,0,0,0,0.542410714285714
"506",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,516,151,2014,54.6,46.9,1014.2,10,15,29.9,60.1,51.1,0.01,0,0,0.316964285714286
"507",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,517,152,2014,62.2,51.9,1024.1,9.5,4.8,999.9,72,52,0.02,0,0,0.595982142857143
"508",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,518,153,2014,64.9,55.5,1013.2,9.8,4.8,999.9,77,55.9,0,0,0,0.383928571428571
"509",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,519,154,2014,64.7,57.9,1024,9.5,5,999.9,72,55.9,0.01,0,0,0.430803571428571
"510",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,520,155,2014,63.8,60.7,1015.8,8.7,5.6,999.9,66.9,61,0.03,0,0,0.502232142857143
"511",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,521,156,2014,62.1,50.3,1019.7,10,4.1,999.9,73,52,0,0,0,0.669642857142857
"512",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,522,157,2014,67.3,61.5,1013.6,9.7,6.5,999.9,72,63.7,0,0,0,0.738839285714286
"513",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,523,158,2014,61.2,57,1015.2,7.1,5.6,999.9,68,55,0,0,1,0.410714285714286
"514",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,524,159,2014,63.2,49.2,1014.6,9.9,6,999.9,73,48,0,0,0,0.296875
"515",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,525,160,2014,66.5,63.8,1009.7,4.8,5.7,999.9,75.9,62.1,0.26,0,1,0.600446428571429
"516",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,526,161,2014,64.6,48.8,1013.2,9.8,6,999.9,73,52,0.08,0,0,0.939732142857143
"517",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,527,162,2014,55.2,51.2,1011.4,7.6,8.3,999.9,64.9,51.1,0,0,1,0.53125
"518",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,528,163,2014,62.5,55.2,1019,10,8.2,999.9,73,57.9,0,0,0,0.71875
"519",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,529,164,2014,60,51.9,1022,10,5.3,999.9,66.9,53.1,0,0,0,0.642857142857143
"520",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,530,165,2014,67.3,61.6,1019,10,8,999.9,73,55,0.01,0,0,0.59375
"521",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,531,166,2014,65.6,54,1012.5,9.9,8.6,999.9,73.9,57,0,0,0,0.622767857142857
"522",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,532,167,2014,59.9,46.2,1013.9,10,5.1,999.9,73,48,0,0,0,0.475446428571429
"523",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,533,168,2014,66.8,61.6,1017,9.9,8.3,999.9,73.9,61,0,0,0,0.674107142857143
"524",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,534,169,2014,66.1,54.5,1013.9,10,10.9,19,73.9,60.1,0.02,0,0,0.292410714285714
"525",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,535,170,2014,57.4,46.6,1022.9,10,6.8,999.9,68,48,0,0,0,0.667410714285714
"526",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,536,171,2014,65.2,50,1018.6,10,7.5,20,73.9,57.9,0,0,0,0.620535714285714
"527",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,537,172,2014,58.2,47.9,1016.6,10,8.8,999.9,69.1,46.9,0,0,0,0.712053571428571
"528",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,538,173,2014,61.2,54.4,1019.6,9.3,11.3,21,66.2,57,0.16,0,0,0.517857142857143
"529",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,539,174,2014,58.4,43.5,1024.8,10,11,22,66.9,51.1,0,0,0,0.580357142857143
"530",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,540,175,2014,61.3,54.4,1007.8,9.8,10,21,69.1,55.4,2.21,0,0,0.890625
"531",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,541,176,2014,61.7,58.6,1013.7,4,14.4,24.1,66,59,0.02,0,1,0.8125
"532",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,542,177,2014,60,57.2,1006.3,5.8,7.1,35,64,55.4,0.01,0,1,0.502232142857143
"533",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,543,178,2014,63.9,53.8,1018,9.8,13.6,34,75,59,0.13,0,0,0.705357142857143
"534",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,544,179,2014,71.6,62.9,1010.8,6.4,10.1,26,82.9,59,0.01,0,1,0.712053571428571
"535",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,545,180,2014,61,53,1019.7,10,13.4,26,66.9,55.9,0,0,0,0.488839285714286
"536",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,546,181,2014,66.7,64.4,1011.7,3.5,10.2,25.1,75.2,62.1,0.01,0,1,0.727678571428571
"537",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,547,182,2014,69.6,59.4,1020.7,9.6,5,999.9,79,63,0.04,0,0,0.625
"538",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,548,183,2014,69.1,62.4,1021.9,6.5,4.3,999.9,78.1,64,0.03,0,1,0.665178571428571
"539",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,549,184,2014,70.4,63.7,1013.3,7.7,4.5,999.9,77,66.2,0.01,0,1,0.542410714285714
"540",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,550,185,2014,67.4,60.8,1013.4,10,5.9,999.9,77,61,0,0,0,0.689732142857143
"541",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,551,186,2014,65.7,58.8,1023.4,9.9,4.4,999.9,75.9,57.9,0.01,0,0,0.459821428571429
"542",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,552,187,2014,65,54.1,1024.2,10,5,999.9,78.1,55.9,0,0,0,0.303571428571429
"543",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,553,188,2014,66.9,63.2,1015.8,9.8,6.9,999.9,75,61,0,0,0,0.424107142857143
"544",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,554,189,2014,67.1,63.5,1020.4,5.9,5.4,999.9,73,60.1,0.02,0,1,0.542410714285714
"545",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,555,190,2014,67.3,60.6,1015.5,9.3,5.5,999.9,75,59,0,0,0,0.582589285714286
"546",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,556,191,2014,67.7,62.9,1019.8,9.6,6.3,999.9,75,59,0.01,0,0,0.629464285714286
"547",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,557,192,2014,69.1,67.3,1015.3,1.8,8.5,999.9,75.9,66,0,0,1,0.883928571428571
"548",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,558,193,2014,68.6,65.1,1014.4,9.8,9.1,18.1,73.9,54,0.01,0,0,0.607142857142857
"549",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,559,194,2014,65.2,57.9,1021.3,9.1,10,18.1,73.9,55.9,0,0,0,0.238839285714286
"550",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,560,195,2014,68.6,65.2,1011.4,9.9,7.6,999.9,73.9,62.1,0.01,0,0,0.294642857142857
"551",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,561,196,2014,68.7,63.6,1020,9.8,9.7,999.9,73,57.9,0.01,0,0,0.212053571428571
"552",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,562,197,2014,69.6,66.7,1009.5,6.4,8.5,28,75.9,64.4,0.04,0,1,0.435267857142857
"553",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,563,198,2014,69,66,1014.4,7.2,10.2,20,75,64.9,0,0,1,0.700892857142857
"554",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,564,199,2014,69.2,65.9,1015,9.9,9.9,20,73.9,60.1,0.01,0,0,0.551339285714286
"555",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,565,200,2014,69.7,67,1014.5,7.4,12,21,73.9,64,0,0,0,0.497767857142857
"556",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,566,201,2014,69.5,66.2,1010.5,6.2,11.8,20,73.9,64.9,0.01,0,1,0.558035714285714
"557",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,567,202,2014,68.9,62.8,1007.7,9.6,10.5,999.9,73.9,64.9,0.12,0,0,0.40625
"558",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,568,203,2014,71.4,69.1,1011.6,5.8,13.1,22,75.2,68,0,0,1,0.542410714285714
"559",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,569,204,2014,68.6,62.8,1012.8,9.4,13.9,22,73.9,63,0.04,0,0,0.602678571428571
"560",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,570,205,2014,70.4,68.5,1010.6,6,13.7,22.9,75,68,0,0,0,0.462053571428571
"561",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,571,206,2014,65.9,63.3,1020.4,6,12.8,21,70,62.6,0.4,0,0,0.475446428571429
"562",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,572,207,2014,69.4,66.9,1003,4.8,10,26,73.9,64.9,0.01,0,1,0.560267857142857
"563",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,573,208,2014,69.4,66.1,1017.9,5.4,6.1,25.1,78.1,64.4,0.01,0,1,0.535714285714286
"564",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,574,209,2014,68.2,59.1,1016.4,10,14.1,26,77,62.1,0.11,0,0,0.238839285714286
"565",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,575,210,2014,69.4,66.7,1012.5,5.1,12.3,27,73.9,66,0.02,0,1,0.502232142857143
"566",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,576,211,2014,69.9,68.2,1012.5,3.9,9.8,36.9,75.9,64.4,0,0,1,0.0357142857142857
"567",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,577,212,2014,67,55.8,1012.9,8.4,21.2,52.1,77,62.1,1.88,0,0,0.359375
"568",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,578,213,2014,63.9,56.9,1012.6,8.8,4.1,999.9,73.9,54,0.01,0,1,0.383928571428571
"569",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,579,214,2014,69.1,61.4,1019.2,9.8,4.6,999.9,81,57.9,0.01,0,0,0.375
"570",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,580,215,2014,63.3,56.5,1020.5,10,3.8,999.9,72,54,0,0,0,0.457589285714286
"571",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,581,216,2014,63,56,1021.1,10,3.5,999.9,72,53.1,0,0,0,0.589285714285714
"572",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,582,217,2014,66.3,59.2,1021.1,7.8,3.6,999.9,81,57,0.01,0,1,0.580357142857143
"573",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,583,218,2014,70.1,65.7,1010.1,4.4,4.3,999.9,78.1,66,0.01,0,1,0.486607142857143
"574",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,584,219,2014,67.5,62.9,1023.5,9,5.3,999.9,73.9,59,0.01,0,0,0.720982142857143
"575",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,585,220,2014,70.4,61.3,1017.2,9.9,6.4,999.9,78.1,60.1,0,0,0,0.433035714285714
"576",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,586,221,2014,60.1,51.2,1025.5,10,6.3,999.9,71.1,46,0,0,0,0.370535714285714
"577",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,587,222,2014,66.4,64.6,1019.1,6,5.1,999.9,70,61,0.6,0,1,0.294642857142857
"578",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,588,223,2014,69.2,67.4,1016.2,3.7,6.6,999.9,75.9,64.9,0,0,1,0.584821428571429
"579",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,589,224,2014,66.3,58.8,1015.3,9.7,8.2,999.9,73,59,0,0,0,0.325892857142857
"580",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,590,225,2014,67.5,64.7,1016.3,6.5,7.3,999.9,75,53.1,0.02,0,1,0.433035714285714
"581",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,591,226,2014,67.1,60.6,1017.5,10,7.7,999.9,73,52,0.01,0,0,0.497767857142857
"582",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,592,227,2014,68.3,64.7,1011.1,8.3,6.8,17.1,73.9,59,0.06,0,1,0.294642857142857
"583",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,593,228,2014,68.2,65.5,1017.7,6,5.2,999.9,73,64,0.04,0,1,0.546875
